company_name,sector,stage,Amount,location,description,ï»¿Company/Brand,Investor,Year
Bijak,Agritech,Series A,12000000.0,Gurugram,"It is a platform that gives agricultural commodity at better prices, increased working capital, and optimised logistics",,RTP Global,2020
Bugworks,Biopharma,Series A,7500000.0,Bangalore,A drug discovery company that aims to discover novel treatment options for resistant bacterial infections,,"University of Tokyo Edge Capital, Global Brain Corporation",2020
DrinkPrime,FinTech,Seed Round,3000000.0,Bangalore,Water purifier subscription service,,"Abhishek Goyal, Bharat Jaisinghani, FirstCheque",2020
Yap,FinTech,Series A,4500000.0,Chennai,Banking and payment products-focused API platform,,BeeNext,2020
UzhavarBumi,Dairy,Series A,3000000.0,Tamil Nadu,Provides fresh dairy products,,Angel Network,2020
Tattva,Beauty,Series A,150000.0,Delhi,Sells its organic and beauty products via marketplace,,"Sukhbir Singh, Rakhee Singal",2020
Pariksha,EdTech,Pre series A,3000000.0,Pune,Platform for vernacular test-preparation,,"INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia",2020
DailyHunt,Entertainment,Pre series A,24000000.0,Bangalore,News aggregator,,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management",2020
NoBroker,Real Estate,Pre series A,30000000.0,Bangalore,Online real estate rental startup,,General Atlantic,2020
Box8,Food & Beverage,Pre series A,4000000.0,Mumbai,Enables to order food online,,"IIFL Seed Ventures Fund, Menlo park",2020
Capital Float,FinTech,Pre series A,15000000.0,Bangalore,Online platform that provides working capital finance to SMEs,,"Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon",2020
ITILITE,Travel & SaaS,Series B,13000000.0,Bangalore,Platform for business travel,,"Greenoaks Capital, Vy Capital. Matrix Partners India",2020
Morning Context,Digital Media,Seed Round,3000000.0,Bangalore,A subscription-only digital media publisher,,Angel investors,2020
Aavenir,SaaS,Seed Round,2000000.0,Ahmedabad,Source-to-Pay Software,,Accel,2020
Savvy Co op,Health,Seed Round,3000000.0,Bangalore,It connects patients with healthcare companies,,Indie VC,2020
BLive,Travel,Pre series A,3000000.0,Bangalore,"It offers experiential, guided tours on smart electric bikes",,Mumbai Angels Network,2020
Yellow Messenger,AI,Series B,20000000.0,Bangalore,It offers conversational chatbots,,"Lightspeed Venture Partners, Lightspeed India Partners.",2020
Toch,Entertainment,Series B,400000.0,Bangalore,AI based Video object detection and Tagging platform,,Inflection Point Ventures,2020
Ewar,Gaming,Series B,200000.0,Bangalore,E-sports and real-time gaming startup,,"Jindal Steels, Jeet Banerjee",2020
Setu,FinTech,Series A,14259000.0,Bangalore,"Offers open APIs across four categories: bills, savings, credit, and payments.",,"Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",2020
Wellthy Therapeutics,Healthtech,Pre series A,4000000.0,Bangalore,It offers a digital therapeutics service,,Saama Capital,2020
Power Gummies,Health,Pre series A,3000000.0,Delhi,Offers health supplements related gummies,,Venture Catalysts,2020
Locale ai,Location Analytics,Pre series A,3000000.0,Bangalore,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,,Better Capital,2020
FarEye,Logistics,Series D,24500000.0,Delhi,"It enables businesses to execute, track, predict and oprimize the movements of goods",,"M12, Honeywell venture capital, Eight Roads Venture",2020
Rebel Foods,Food tech,Series D,50000000.0,Bangalore,It runs internet kitchen,,Coatue Management,2020
BankBazaar,FinTech,Series D,3800000.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,,"Amazon, Sequoia, Walden SKT Venture Fund",2020
Porter,Logistics,Series D,18370000.0,Mumbai,Logistics and fleet management,,Lightstone Global Funds,2020
SugarBox,Tech,Series D,68525000.0,Mumbai,Hyperlocal data distribution platform,,Zee Entertainment Enterprises Limited,2020
Capital Float,FinTech,Series F,4800000.0,Bangalore,Online platform that provides working capital finance to SMEs,,"Amazon Inc`, Dinesh J Hinduja",2020
Big Basket,E store,Series F,60000000.0,Bangalore,Online grocery store,,Alibaba Holdings,2020
Amica,FinTech,Series F,2000000.0,Bangalore,Neobanking startup,,"Hummingbird Ventures, Bedrock Capital",2020
Vedantu,EdTech,Series C,12500000.0,Bangalore,Onine learning platform,,Legend Capital,2020
Fingerlix,Food,Series C,1834000.0,Bangalore,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",,"Accel, Zephyr Peacock, Swiggy, RB Investments.",2020
Plop,Tech,Angel Round,3000000.0,Mumbai,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,,"Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi",2020
Zupee,Gaming,Series A,8000000.0,Bangalore,It runs live quiz tournaments on its app.,,Matrix Partners,2020
DeHaat,Agritech,Series A,12000000.0,Bangalore,Online marketplace for farming services and products,,Sequoia Capital India,2020
Lido Learning,EdTech,Series B,7500000.0,Mumbai,Online teaching service,,Bace Capital,2020
Aye Finance,FinTech,Series B,23850000.0,Gurugram,A finance lender to SMEs,,Undisclosed,2020
Swiggy,Food & Beverage,Series A,43000000.0,Bangalore,Platform to order food online from restaurants and getting it delievered,,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets",2020
Akna Medical,Healthtech,Series A,7000000.0,Bangalore,Provides supply solutions for surgical and pharmaceutical products.,,LGT Lightstone Aspada,2020
Zomato,Food & Beverage,Series A,5000000.0,Gurugram,Online food delivery and restaurant discovery platform,,Pacific Horizon,2020
RaRa Delivery,Logistics,Seed Round,800000.0,Bangalore,Provides same day delivery service for ecommerce businesses,,"Der Shing Lim, 500 startups",2020
JusPay,FinTech,Series B,21600000.0,Bangalore,Online payment solutions,,Vostok Emerging Finance,2020
Obviously AI,Data Science,Series B,3000000.0,Bangalore,It provides predictive insights to clients by leveraging their data,,Arka Venture Labs,2020
Fingpay,FinTech,Series A,3500000.0,Mumbai,Provides payment solutions,,IvyCap Ventures,2020
Recko,SaaS,Series A,6000000.0,Bangalore,The platform enables AI-powered reconciliation of digital transactions,,Vertex Ventures,2020
Furlenco,E-commerce,Series A,10000000.0,Bangalore,Furniture rental startup,,"Chowdry Associates, Lightbox",2020
Mera Cashier,FinTech,Series A,150000.0,Noida,App meant for small and micro businessmen to manage their transactions digitally,,"Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg",2020
Kitchens Centre,FinTech,Seed Round,500000.0,Delhi,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,,AngelList India,2020
Camp K12,EdTech,Seed Round,4000000.0,Gurugram,It connects students with tutors online,,"Matrix Partners, SAIF Partners",2020
MedGenome,Healthtech,Series D,55000000.0,Bangalore,Genetic diagnostic testing company,,LeapFrog Investments,2020
Ergos,Agritech,Series D,4598000.0,Bangalore,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,,Aavishkar Capital,2020
Nykaa,E-commerce,Series D,13137000.0,Mumbai,Deals in cosmetic and wellness products,,Steadview capital,2020
Samadhan,Insurance,Seed Round,3000000.0,Delhi,They help find solutions to insurance related issues,,Venture Catalysts,2020
SaScan,Health,Seed Round,3000000.0,Bangalore,Cancer diagnostics startup,,Unicorn India ventures,2020
Lido Learning,EdTech,Seed Round,3000000.0,Mumbai,Online teaching service,,"Pecus Capital, Madhur Deora",2020
CureFit,Health and Fitness,Series D,115000000.0,Bangalore,"Integrated platform for food, fitness and meditation.",,Temasek,2020
Nimesa,SaaS,Series D,3000000.0,Bangalore,Cloud data managemnt solutions enterprise,,Ideaspring capital,2020
Design X,IoT,Seed Round,200000.0,Noida,Builds IoT based products,,ThinkNext LLC,2020
Driftly Electric,Automotive,Seed Round,3000000.0,Bangalore,Electric vehicle startup,,MG Motor India,2020
Imstrong,Fitness,Seed Round,400000.0,Bangalore,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,,Rainmatter,2020
Craftsvilla,Marketplace,Seed Round,3900000.0,Mumbai,Online marketplace for ethnic wear,,Supera Investments,2020
Rupifi,FinTech,Pre seed round,3000000.0,Bangalore,Offers financial products for SMEs,,"Ashneer Grover, Kunal Shah, Ramakant Sharma",2020
SnackAmor,Food,Seed Round,3000000.0,Mumbai,It offers various healthy snacks,,Undisclosed,2020
Zealthy,Healthtech,Seed Round,3000000.0,Bangalore,"It connects women to healthproviders for specialities like infertility, maternity etc.,",,"KYT Ventures, First Cheque, AngelList",2020
CoinDCX,FinTech,Series A,3000000.0,Bangalore,A cryptocurrency trading platform,,"Polychain Capital, Bain Capital Ventures, HDR Group",2020
NuNu TV,Entertainment,Series A,670000.0,Bangalore,Kids-focussed Youtube channel,,Risers Accelerators,2020
QTalk,Tech,Seed Round,1600000.0,Bangalore,Smart Phone Dialer,,"Accel India, Lightspeed Venture Partners",2020
Shadez,Interior & decor,Seed Round,100000.0,Mumbai,Paint Company,,Inflection Point Ventures,2020
Excess2Sell,E-commerce,Seed Round,1000000.0,Mumbai,B2B Marketplace for Overstock & Surplus Inventory,,Gautham Madhavan,2020
Stanplus,Healthtech,Pre series A,1500000.0,Hyderabad,Ambulance service,,Pegasus FinInvest,2020
Pitstop,Automotive,Series A,2500000.0,Bangalore,Doorstep car service,,TPG-backed Group Landmark,2020
Univariety,EdTech,Series A,1100000.0,Hyderabad,Online marketplace that provides career counselling and college guidance,,Info Edge,2020
Peel Works,SaaS,Series C,3000000.0,Mumbai,E-commerce for corner/retail stores.,,CESC Ventures,2020
CoreStack,Tech,Series A,8500000.0,Chennai,Enterprise cloud governance technology startup,,Naya Ventures,2020
Vivriti Capital,FinTech,Series B,50000000.0,Chennai,Digital lending startup,,LGT Lightstone Aspada,2020
Agnikul,Spacetech,Pre series A,3148000.0,Chennai,"It designs, fabricates, tests and launch orbital class launch vehicles",,pi Ventures,2020
Fintso,FinTech,Pre series A,2600000.0,Bangalore,Wealth management platform,,"Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta",2020
Khatabook,FinTech,Pre series A,3000000.0,Bangalore,It helps SMEs to maintain their accounts and ledger online.,,Mahendra Singh Dhoni,2020
Smart Coin,FinTech,Series A,7000000.0,Bangalore,Consumer lending startup,,LGT LightstoneAspada,2020
ZunRoof,CleanTech,Series A,3000000.0,Gurugram,"It specialises in solar rooftop design, installation, and management using technology",,Godrej Investments,2020
Shop101,Social Media,Series C,3900000.0,Bangalore,Enables entrepreneurs to sell online,,"Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital",2020
OM Bhakti,Fashion,Seed Round,3000000.0,Bangalore,A puja cotton-wicks manufacturing startup,,Venture Catalysts,2020
Lal10,B2B,Seed Round,1100000.0,Uttar Pradesh,It helps Indian artisans and SMEs reach out to global retailers,,Sorenson Impact,2020
Anaxee Digital Runner,Tech,Seed Round,3000000.0,Indore,A tech-enabled ID verification and data collection startup,,Orios Venture Partners,2020
CollegeKhabri,EdTech,Seed Round,3000000.0,Bhopal,Platform is an end-to-end college and career counselling platform for students,,Vishal Dixit,2020
Ola Electric,eMobility,Seed Round,1000000.0,Bangalore,Electric vehicle,,Pawan Munjal Family Trust Fund,2020
Multi Living,Real Estate,Seed Round,6000000.0,Mumbai,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",,Lodha Ventures,2020
FamPay,FinTech,Seed Round,4700000.0,Bangalore,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",2020
UnboxRobotics Labs,Automation tech,Seed Round,500000.0,Bangalore,Automated flexible parcel sorting solutions for logistics providers,,"Arali Ventures, CIIE.CO",2020
Karbon Card,FinTech,Seed Round,2000000.0,Bangalore,Specialisde corporate cards for startups,,"Kunal Shah, Amrish Rau, Jitendra Gupta",2020
Airmeet,Media & Networking,Seed Round,3000000.0,Bangalore,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",,Accel India,2020
Innerchef,Food & Beverage,Seed Round,1000000.0,Gurgaon,Cloud kitchen platform,,Mistletoe,2020
Epigamia,Fashion,Series C,3000000.0,Mumbai,Flavoured and greek yoghurt brand,,KA Enterprise,2020
StyleNook,E-commerce,Series C,3000000.0,Mumbai,Marketplace for fashionable apparel,,"Lead Angels Network, Stanford Angels",2020
Callido Learning,EdTech,Series C,3000000.0,Mumbai,Provides a structured educational approach to critical thinking and problem solving skills,,Education Catalyst Fund,2020
Soxytoes,E-commerce,Series C,3000000.0,Delhi,Online store to buy various types of socks including funky and colorful socks,,Angel network,2020
F5,E-market,Seed Round,3000000.0,Delhi,Retail Aggregator,,LetsVenture investors,2020
Paper Boat,Food & Beverages,Seed Round,4049500.0,Bangalore,Ecommerce platform for beverages and snacks,,"Advent Management, A91 Emerging Fund, Trifecta Venture",2020
Strata,Proptech,Seed Round,1500000.0,Bangalore,Real estate investment platform,,"SAIF Partners, Mayfield India",2020
Salesken,AI & Data science,Series A,8000000.0,Bangalore,Provides sales professionals with intelligence on various aspects of the sales pitch,,Sequoia India,2020
Arya,Agritech,Series B,6000000.0,Noida,Provides post-harvest services across the agricultural value chain,,LGT Lightstone Aspada,2020
Leap Finance,FinTech,Series B,5500000.0,Bangalore,Provides education loans to students based on the student’s future income,,Sequoia India,2020
Sleepy Owl,Beverages,Series B,3000000.0,Delhi,"It sells ready to drink cold brew coffees, brew boxes and packs.",,Rukam Capital,2020
Tricog,Healthtech,Series B,10500000.0,Bangalore,Provides virtual cardiology services through its AI-powered healthcare platforms,,"UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund",2020
GogoBus,Travel,Series B,3000000.0,Delhi,Inter-City Mobility Startup,,Ixigo,2020
Trell,Social Media,Pre series A,4000000.0,Bangalore,Allows users to share their travel experiences,,"Sequoia’s Surge, Fosun RZ",2020
Spaciya Consultants,Real Estate,Pre series A,500000.0,Noida,Real estate consultancy firms,,Alok Garg,2020
Bounce,Automotive and Rentals,Pre series A,6500000.0,Bangalore,Offers a variety of bikes and scooters that can be rented on a subscription basis,,InnoVen Capital,2020
Neeman,E-commerce,Pre series A,1000000.0,Bangalore,An eco-conscious footwear brand making comfortable shoes using Merino Wool,,Anicut Angel Fund,2020
Chqbook,FinTech,Series A,5000000.0,Gurugram,"Marketplace for small business owners, offering them products around lending, credit cards etc",,Aavishkaar Capital,2020
SMEcorner,FinTech,Series B,30000000.0,Mumbai,Financial lending firm to SMEs,,Paragon Partners,2020
Oda Class,EdTech,Pre series A,3000000.0,Bangalore,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",,Yuanfudao,2020
Spinny,E-tail,Series B,43700000.0,Haryana,Used car retailing platform,,"Nandan Nilekani, Sanjeev Aggarwal",2020
goStops,Accomodation,Series B,3000000.0,Delhi,A premium chain of youth hostels catering to the millennials,,Atraxn Partners.,2020
